Timestep    Total   Potential   Kinetic
131: -1969.5404050931122 -2036.9731053570497 67.43270026393753
132: -1969.5403940713688 -2036.3228104313155 66.78241635994664
133: -1969.540383102577 -2035.6765232545943 66.13614015201743
134: -1969.540372193449 -2035.0344234613788 65.49405126792978
135: -1969.5403613507538 -2034.3966895934045 64.85632824265069
136: -1969.5403505812749 -2033.7634989939884 64.2231484127134
137: -1969.5403398918365 -2033.1350277019835 63.594687810147015
138: -1969.5403292892836 -2032.511450345354 62.971121056070395
139: -1969.540318780469 -2031.8929400345392 62.352621254070066
140: -1969.5403083722533 -2031.279668255733 61.73935988347966
141: -1969.5402980714914 -2030.6718047641757 61.13150669268431
142: -1969.5402878850277 -2030.0695174776006 60.52922959257285
143: -1969.5402778196822 -2029.472972369945 59.93269455026271
144: -1969.5402678822513 -2028.8823333654757 59.34206548322441
145: -1969.5402580794917 -2028.2977622334254 58.75750415393379
146: -1969.5402484181166 -2027.7194184832954 58.179170065178816
147: -1969.5402389047824 -2027.1474592609356 57.60722035615329
148: -1969.5402295460813 -2026.5820392455441 57.04180969946285
149: -1969.540220348535 -2026.0233105477128 56.4830901991777
150: -1969.540211318588 -2025.4714226086462 55.93121129005825
151: -1969.5402024625926 -2024.9265221006772 55.38631963808468
152: -1969.5401937868085 -2024.388752829228 54.84855904241963
153: -1969.540185297381 -2023.858255636311 54.31807033893014
154: -1969.5401770003534 -2023.3351683057515 53.794991305398156
155: -1969.5401689016358 -2022.8196254701786 53.279456568542756
156: -1969.540161007019 -2022.3117585199984 52.77159751297938
157: -1969.540153322148 -2021.811695514385 52.271542192237106
158: -1969.5401458525203 -2021.3195610944742 51.77941524195402
159: -1969.5401386034912 -2020.8354763988598 51.29533779536855
160: -1969.5401315802376 -2020.3595589814572 50.81942740121956
161: -1969.5401247877894 -2019.8919227319582 50.35179794416882
162: -1969.5401182309824 -2019.4326777988365 49.89255956785396
163: -1969.540111914484 -2018.9819305151593 49.441818600675425
164: -1969.5401058427656 -2018.5397833271873 48.99967748442172
165: -1969.540100020108 -2018.1063347259355 48.56623470582755
166: -1969.5400944505875 -2017.6816791817484 48.141584731160926
167: -1969.5400891380816 -2017.2659070820087 47.72581794392704
168: -1969.540084086248 -2016.8591046720226 47.319020585774425
169: -1969.5400792985342 -2016.4613539992179 46.92127470068368
170: -1969.5400747781653 -2016.0727328606786 46.53265808251334
171: -1969.5400705281368 -2015.693314754112 46.15324422597516
172: -1969.5400665512184 -2015.32316883232 45.783102281101606
173: -1969.5400628499533 -2014.9623598612218 45.42229701126853
174: -1969.540059426632 -2014.6109481814574 45.07088875482521
175: -1969.5400562833238 -2014.2689896737068 44.72893339038299
176: -1969.5400534218402 -2013.936535727645 44.39648230580485
177: -1969.5400508437613 -2013.6136332146962 44.073582370935
178: -1969.5400485504172 -2013.3003244645176 43.760275914100404
179: -1969.540046542886 -2012.9966472452968 43.45660070241065
180: -1969.5400448220064 -2012.7026347478838 43.16258992587745
181: -1969.5400433883628 -2012.4183155737317 42.87827218536879
182: -1969.5400422422908 -2012.1437137266971 42.603671484406235
183: -1969.540041383881 -2011.8788486086908 42.338807224809585
184: -1969.540040812971 -2011.623735019157 42.08369420618612
185: -1969.5400405291537 -2011.3783831584099 41.8383426292561
186: -1969.540040531779 -2011.1427986347799 41.60275810300095
187: -1969.5400408199448 -2010.9169824755595 41.376941655614765
188: -1969.5400413925122 -2010.700931141745 41.16088974923294
189: -1969.5400422481043 -2010.4946365465137 40.95459429840941
190: -1969.5400433851014 -2010.2980860774057 40.758042692304294
191: -1969.5400448016558 -2010.1112626221984 40.57121782054264
192: -1969.5400464956804 -2009.934144598377 40.39409810269667
193: -1969.5400484648687 -2009.76670598621 40.22665752134124
194: -1969.54005070669 -2009.6089163653155 40.0688656586255
195: -1969.5400532183955 -2009.460740954696 39.920687736300444
196: -1969.5400559970199 -2009.3221406561572 39.78208465913739
197: -1969.5400590393854 -2009.193072101052 39.65301306166653
198: -1969.5400623421206 -2009.0734877002835 39.533425358163036
199: -1969.540065901648 -2008.96333569745 39.42326979580198
200: -1969.5400697141959 -2008.8625602250975 39.32249051090168
201: -1969.5400737758107 -2008.7711013639794 39.23102758816862
202: -1969.5400780823545 -2008.688895205212 39.14881712285746
203: -1969.5400826295188 -2008.615873915272 39.07579128575322
204: -1969.5400874128186 -2008.5519658037003 39.01187839088172
205: -1969.5400924276123 -2008.4970953934633 38.95700296585098
206: -1969.5400976691033 -2008.4511834938273 38.91108582472416
207: -1969.540103132349 -2008.414147275671 38.87404414332197
208: -1969.5401088122587 -2008.385900349109 38.84579153685037
209: -1969.5401147036148 -2008.366352843364 38.8262381397491
210: -1969.540120801068 -2008.3554114887202 38.815290687652116
211: -1969.5401270991485 -2008.3529797005015 38.81285260135284
212: -1969.5401335922784 -2008.3589576649424 38.81882407266401
213: -1969.5401402747698 -2008.373242426831 38.83310215206131
214: -1969.540147140841 -2008.3957279788413 38.85558083800017
215: -1969.5401541846174 -2008.4263053524114 38.88615116779401
216: -1969.5401614001382 -2008.4648627100796 38.9247013099414
217: -1969.5401687813726 -2008.5112854391637 38.97111665779107
218: -1969.5401763222194 -2008.5654562466523 39.02527992443288
219: -1969.5401840165105 -2008.627255255213 39.0870712387025
220: -1969.540191858032 -2008.6965601002223 39.156368242190496
221: -1969.5401998405166 -2008.7732460276611 39.233046187144595
222: -1969.5402079576609 -2008.8571859928172 39.31697803515626
223: -1969.5402162031262 -2008.9482507596506 39.40803455652431
224: -1969.5402245705475 -2009.0463090007345 39.506084430186974
225: -1969.5402330535412 -2009.151227397661 39.610994344119625
226: -1969.5402416457089 -2009.2628707418014 39.72262909609244
227: -1969.5402503406472 -2009.381102035333 39.840851694685824
228: -1969.5402591319594 -2009.5057825924246 39.965523460465235
229: -1969.540268013242 -2009.636772140457 40.09650412721502
230: -1969.5402769781094 -2009.773928921246 40.233651943136415
231: -1969.540286020202 -2009.9171097921171 40.37682377191505
232: -1969.5402951331744 -2010.066170326741 40.52587519356677
233: -1969.540304310708 -2010.2209649156798 40.68066060497175
234: -1969.5403135465344 -2010.3813468665453 40.84103332001082
235: -1969.540322834412 -2010.5471685036316 41.006845669219445
236: -1969.5403321681463 -2010.7182812670233 41.177949098876894
237: -1969.5403415415992 -2010.8945358110523 41.35419426945298
238: -1969.5403509486823 -2011.0757821020172 41.535431153335004
239: -1969.540360383369 -2011.2618695151305 41.721509131761515
240: -1969.540369839691 -2011.4526469305836 41.91227709089264
241: -1969.5403793117578 -2011.647962828706 42.107583516948296
242: -1969.5403887937402 -2011.8476653840903 42.307276590350064
243: -1969.54039827989 -2012.051602558694 42.511204278803966
244: -1969.5404077645412 -2012.2596221938054 42.71921442926429
245: -1969.540417242097 -2012.471572100821 42.93115485872416
246: -1969.5404267070612 -2012.6873001508368 43.14687344377566
247: -1969.540436154023 -2012.9066543629158 43.36621820889283
248: -1969.5404455776516 -2013.1294829910378 43.589037413386116
249: -1969.540454972722 -2013.3556346097073 43.81517963698532
250: -1969.5404643341021 -2013.5849581981101 44.04449386400799
251: -1969.5404736567575 -2013.817303222831 44.27682956607354
252: -1969.540482935751 -2014.052519719077 44.51203678332611
253: -1969.5404921662548 -2014.2904583703883 44.74996620413337
254: -1969.5405013435402 -2014.5309705867671 44.990469243226876
255: -1969.5405104629854 -2014.7739085812432 45.23339811825774
256: -1969.5405195200772 -2015.0191254448168 45.47860592473963
257: -1969.5405285104073 -2015.2664752197625 45.72594670935512
258: -1969.5405374296768 -2015.515812971281 45.97527554160431
259: -1969.540546273704 -2015.7669948574796 46.22644858377564
260: -1969.5405550384087 -2016.019878197631 46.479323159222375
261: -1969.5405637198282 -2016.2743215387575 46.73375781892923
262: -1969.5405723141116 -2016.5301847204694 46.989612406357814
263: -1969.5405808175146 -2016.7873289380725 47.24674812055783
264: -1969.5405892264175 -2017.0456168039552 47.50502757753781
265: -1969.5405975373014 -2017.304912407188 47.76431486988665
266: -1969.5406057467656 -2017.5650813714078 48.024475624642164
267: -1969.540613851526 -2017.8259909109283 48.28537705940252
268: -1969.5406218484025 -2018.087509885083 48.54688803668039
269: -1969.5406297343377 -2018.3495088508357 48.80887911649792
270: -1969.5406375063776 -2018.6118601136038 49.071222607226105
271: -1969.5406451616818 -2018.874437776352 49.33379261467002
272: -1969.5406526975264 -2019.137117786932 49.59646508940576
273: -1969.540660111287 -2019.3997779836607 49.859117872373716
274: -1969.5406674004614 -2019.662298139197 50.12163073873566
275: -1969.5406745626467 -2019.9245600026507 50.38388544000406
276: -1969.5406815955544 -2020.186447340007 50.64576574445245
277: -1969.5406884969996 -2020.447845972817 50.90715747581742
278: -1969.5406952649018 -2020.7086438152048 51.167948550302995
279: -1969.540701897293 -2020.9687309091935 51.428029011900364
280: -1969.5407083923005 -2021.227999458336 51.68729106603536
281: -1969.5407147481646 -2021.4863438597217 51.94562911155714
282: -1969.5407209632158 -2021.743660734299 52.20293977108335
283: -1969.5407270358953 -2021.9998489556112 52.45912191971592
284: -1969.5407329647414 -2022.2548096768853 52.71407671214387
285: -1969.5407387483879 -2022.5084463565363 52.96770760814841
286: -1969.5407443855684 -2022.760664782097 53.21992039652845
287: -1969.5407498751092 -2023.011373092571 53.470623217461785
288: -1969.54075521594 -2023.2604817992603 53.71972658332039
289: -1969.5407604070729 -2023.5079038050308 53.96714339795796
290: -1969.5407654476205 -2023.753554422107 54.21278897448658
291: -1969.5407703367778 -2023.9973513883394 54.45658105156173
292: -1969.5407750738402 -2024.2392148820338 54.69843980819367
293: -1969.5407796581849 -2024.4790675352888 54.93828787710387
294: -1969.5407840892738 -2024.716834445919 55.176050356645185
295: -1969.5407883666578 -2024.952443187963 55.41165482130501
296: -1969.5407924899769 -2025.185823820786 55.64503133080915
297: -1969.5407964589392 -2025.4169088967863 55.876112437846935
298: -1969.540800273354 -2025.645633467789 56.104833194434924
299: -1969.5408039330978 -2025.8719350900367 56.331131156938966
300: -1969.5408074381296 -2026.0957538279024 56.55494638977284
301: -1969.5408107884873 -2026.3170322562805 56.77622146779323
302: -1969.540813984285 -2026.5357154616925 56.99490147740742
303: -1969.540817025712 -2026.7517510421274 57.21093401641534
304: -1969.540819913035 -2026.9650891056363 57.424269192601294
305: -1969.5408226465845 -2027.17568226768 57.634859621095536
306: -1969.5408252267748 -2027.383485647298 57.84266042052302
307: -1969.5408276540868 -2027.5884568620436 58.04762920795685
308: -1969.5408299290632 -2027.7905560217584 58.24972609269535
309: -1969.5408320523309 -2027.9897457212091 58.44891366887838
310: -1969.5408340245667 -2028.1859910315288 58.64515700696215
311: -1969.5408358465265 -2028.379259490595 58.8384236440683
312: -1969.540837519025 -2028.5695210922493 59.02868357322425
313: -1969.540839042945 -2028.7567482744575 59.21590923151266
314: -1969.5408404192299 -2028.9409159063746 59.400075487144676
315: -1969.5408416488865 -2029.1220012743615 59.58115962547498
316: -1969.540842732982 -2029.299984066955 59.759141333973126
317: -1969.5408436726416 -2029.4748463588103 59.93400268616862
318: -1969.5408444690504 -2029.6465725936346 60.105728124584125
319: -1969.5408451234596 -2029.8151495661323 60.274304442672616
320: -1969.5408456371642 -2029.9805664029388 60.439720765774645
321: -1969.540846011528 -2030.142814542637 60.601968531109094
322: -1969.5408462479595 -2030.3018877147738 60.76104146681434
323: -1969.540846347932 -2030.457781917985 60.916935570052885
324: -1969.5408463129643 -2030.61049539716 61.06964908419571
325: -1969.5408461446277 -2030.7600286197269 61.219182475099174
326: -1969.5408458445584 -2030.9063842510488 61.3655384064905
327: -1969.5408454144276 -2031.0495671289023 61.50872171447466
328: -1969.5408448559624 -2031.1895842371407 61.648739381178274
329: -1969.54084417094 -2031.326444678483 61.78560050754305
330: -1969.54084336119 -2031.4601596464747 61.91931628528477
331: -1969.5408424285818 -2031.5907423966114 62.04989996802964
332: -1969.540841375043 -2031.7182082166867 62.17736684164362
333: -1969.5408402025314 -2031.8425743962998 62.30173419376831
334: -1969.540838913062 -2031.9638601956387 62.42302128257665
335: -1969.5408375086936 -2032.082086813457 62.54124930476348
336: -1969.540835991524 -2032.1972773543082 62.656441362784214
337: -1969.5408343636977 -2032.309456795054 62.76862243135637
338: -1969.5408326273953 -2032.4186519506325 62.87781932323722
339: -1969.5408307848488 -2032.524891439142 62.98406065429325
340: -1969.5408288383194 -2032.628205646194 63.08737680787455
341: -1969.5408267901141 -2032.7286266886238 63.187799898509596
342: -1969.5408246425807 -2032.826188377515 63.285363734934414
343: -1969.5408223980965 -2032.920926180569 63.38010378247267
344: -1969.5408200590814 -2033.0128771838608 63.472057124779504
345: -1969.540817627993 -2033.1020800529598 63.56126242496683
346: -1969.540815107318 -2033.1885749934424 63.64775988612441
347: -1969.5408124995809 -2033.2724037108342 63.73159121125341
348: -1969.5408098073376 -2033.3536093699659 63.81279956262828
349: -1969.5408070331796 -2033.432236553784 63.89142952060443
350: -1969.540804179726 -2033.508331221613 63.967527041887095
351: -1969.5408012496214 -2033.581940666903 64.04113941728149
352: -1969.540798245554 -2033.653113474493 64.11231522893902
353: -1969.5407951702246 -2033.721899477345 64.18110430712035
354: -1969.5407920263656 -2033.7883497128578 64.2475576864923
355: -1969.5407888167374 -2033.8525163787167 64.31172756197927
356: -1969.5407855441235 -2033.9144527883104 64.37366724418678
357: -1969.5407822113318 -2033.9742133257523 64.43343111442044
358: -1969.5407788211858 -2034.0318534005032 64.49107457931736
359: -1969.540775376537 -2034.0874294016517 64.54665402511455
360: -1969.5407718802549 -2034.1409986518288 64.60022677157401
361: -1969.5407683352205 -2034.1926193608087 64.65185102558816
362: -1969.540764744341 -2034.2423505788286 64.70158583448756
363: -1969.5407611105286 -2034.2902521496042 64.74949103907564
364: -1969.5407574367164 -2034.3363846631303 64.79562722641388
365: -1969.5407537258434 -2034.3808094082256 64.84005568238226
366: -1969.540749980865 -2034.4235883249062 64.88283834404106
367: -1969.5407462047403 -2034.4647839565598 64.92403775181943
368: -1969.5407424004384 -2034.5044594019957 64.96371700155737
369: -1969.5407385709289 -2034.5426782673587 65.00193969642987
370: -1969.5407347191904 -2034.579504617969 65.03876989877854
371: -1969.5407308482008 -2034.6150029300825 65.07427208188162
372: -1969.5407269609375 -2034.6492380426284 65.10851108169098
373: -1969.5407230603769 -2034.6822751089417 65.14155204856475
374: -1969.5407191494892 -2034.7141795485163 65.17346039902704
375: -1969.540715231242 -2034.745016998828 65.20430176758603
376: -1969.5407113085887 -2034.7748532672288 65.23414195863997
377: -1969.540707384483 -2034.803754282988 65.26304689850481
378: -1969.5407034618547 -2034.8317860494503 65.29108258759554
379: -1969.5406995436265 -2034.85901459642 65.31831505279345
380: -1969.540695632707 -2034.8855059327402 65.34481030003323
381: -1969.54069173198 -2034.9113259991227 65.37063426714276
382: -1969.5406878443077 -2034.9365406212794 65.39585277697161
383: -1969.5406839725392 -2034.961215463379 65.42053149083961
384: -1969.5406801194902 -2034.985415981833 65.44473586234282
385: -1969.5406762879534 -2035.009207379503 65.46853109154978
386: -1969.540672480687 -2035.0326545603114 65.49198207962453
387: -1969.5406687004213 -2035.055822084331 65.51515338390979
388: -1969.540664949854 -2035.0787741233605 65.53810917350651
389: -1969.5406612316433 -2035.1015744170281 65.56091318538493
390: -1969.5406575484124 -2035.1242862294741 65.58362868106173
391: -1969.540653902738 -2035.1469723066148 65.60631840387676
392: -1969.5406502971655 -2035.1696948340734 65.62904453690786
393: -1969.5406467341802 -2035.192515395733 65.65186866155265
394: -1969.5406432162329 -2035.2154949330495 65.67485171681675
395: -1969.5406397457214 -2035.2386937050583 65.69805395933689
396: -1969.5406363249858 -2035.2621712491623 65.72153492417654
397: -1969.5406329563216 -2035.2859863427448 65.74535338642308
398: -1969.5406296419676 -2035.310196965587 65.76956732361946
399: -1969.5406263841019 -2035.3348602631645 65.79423387906259
400: -1969.5406231848478 -2035.3600325108441 65.81940932599633
401: -1969.5406200462644 -2035.385769078995 65.84514903273059
402: -1969.5406169703492 -2035.412124399063 65.87150742871387
403: -1969.5406139590323 -2035.4391519306191 65.89853797158695
404: -1969.5406110141869 -2035.4669041294305 65.9262931152437
405: -1969.5406081376093 -2035.495432416534 65.95482427892458
406: -1969.5406053310296 -2035.5247871483964 65.9841818173668
407: -1969.5406025961124 -2035.5550175881447 66.01441499203227
408: -1969.5405999344448 -2035.5861718778824 66.04557194343766
409: -1969.5405973475454 -2035.6182970121472 66.07769966460194
410: -1969.5405948368561 -2035.6514388124901 66.11084397563404
411: -1969.540592403751 -2035.6856419032258 66.14504949947495
412: -1969.5405900495161 -2035.7209496883252 66.18035963880898
413: -1969.5405877753733 -2035.7574043295335 66.21681655416025
414: -1969.5405855824624 -2035.7950467256458 66.25446114318325
415: -1969.5405834718492 -2035.8339164930092 66.2933330211599
416: -1969.5405814445153 -2035.8740519472258 66.33347050271041
417: -1969.5405795013742 -2035.9154900860992 66.37491058472501
418: -1969.5405776432501 -2035.9582665737712 66.41768893052115
419: -1969.5405758709026 -2036.0024157261323 66.46183985522987
420: -1969.5405741850004 -2036.0479704974125 66.507396312412
421: -1969.5405725861415 -2036.0949624680452 66.5543898819037
422: -1969.5405710748453 -2036.1434218337356 66.60285075889031
423: -1969.5405696515554 -2036.1933773957583 66.65280774420286
424: -1969.5405683166339 -2036.2448565524662 66.70428823583227
425: -1969.5405670703772 -2036.2978852920312 66.75731822165397
426: -1969.540565912995 -2036.3524881863486 66.81192227335374
427: -1969.540564844632 -2036.4086883861748 66.86812354154299
428: -1969.5405638653515 -2036.466507617404 66.92594375205255
429: -1969.5405629751563 -2036.525966178546 66.98540320338975
430: -1969.5405621739662 -2036.5870829393104 67.04652076534417
431: -1969.5405614616407 -2036.649875340365 67.10931387872448
432: -1969.540560837964 -2036.7143593941723 67.17379855620827
433: -1969.54056030266 -2036.780549686946 67.23998938428602
434: -1969.540559855383 -2036.84845938166 67.30789952627708
435: -1969.5405594957213 -2036.918100222118 67.37754072639684
436: -1969.5405592232107 -2036.9894825380616 67.44892331485086
437: -1969.540559037316 -2037.06261525125 67.52205621393415
438: -1969.5405589374504 -2037.1375058825581 67.59694694510769
439: -1969.540558922962 -2037.214160559991 67.673601637029
440: -1969.540558993159 -2037.2925840276685 67.75202503450944
441: -1969.5405591472813 -2037.3727796556523 67.83222050837082
442: -1969.5405593845235 -2037.4547494506983 67.9141900661748
443: -1969.5405597040321 -2037.5384940678282 67.99793436379596
444: -1969.5405601049035 -2037.6240128227153 68.08345271781165
445: -1969.5405605861906 -2037.711303704869 68.17074311867833
446: -1969.5405611468989 -2037.8003633915669 68.25980224466795
447: -1969.540561785998 -2037.8911872625313 68.35062547653328
448: -1969.5405625024152 -2037.983769415291 68.44320691287561
449: -1969.5405632950378 -2038.0781026812224 68.53753938618448
450: -1969.5405641627149 -2038.1741786422372 68.63361447952224
451: -1969.5405651042688 -2038.2719876480937 68.73142254382489
452: -1969.540566118489 -2038.3715188342799 68.83095271579074
453: -1969.5405672041247 -2038.4727601404556 68.93219293633098
454: -1969.5405683599054 -2038.5756983294586 69.03512996955321
455: -1969.5405695845266 -2038.6803190067794 69.13974942225288
456: -1969.5405708766668 -2038.7866066405536 69.24603576388667
457: -1969.5405722349735 -2038.894544581975 69.3539723470014
458: -1969.5405736580733 -2039.0041150861682 69.46354142809481
459: -1969.5405751445712 -2039.1152993334545 69.57472418888332
460: -1969.540576693057 -2039.2280774510118 69.68750075795496
461: -1969.5405783020979 -2039.3424285348797 69.80185023278187
462: -1969.540579970246 -2039.4583306723205 69.91775070207451
463: -1969.5405816960358 -2039.5757609644877 70.03517926845191
464: -1969.5405834779924 -2039.6946955494031 70.15411207141082
465: -1969.5405853146233 -2039.8151096251959 70.27452431057252
466: -1969.5405872044255 -2039.9369774736138 70.39639026918827
467: -1969.5405891458893 -2040.0602724837738 70.51968333788446
468: -1969.5405911374846 -2040.1849671761156 70.64437603863104
469: -1969.540593177688 -2040.3110332266024 70.77044004891454
470: -1969.5405952649514 -2040.4384414910512 70.89784622609972
471: -1969.5405973977377 -2040.5671620297019 71.02656463196432
472: -1969.5405995744893 -2040.6971641318796 71.1565645573903
473: -1969.540601793649 -2040.8284163408457 71.28781454719658
