Timestep    Total   Potential   Kinetic
84: -4506.3498855828275 -4721.028905543146 214.67901996031858
85: -4506.349864258932 -4719.494969415176 213.14510515624366
86: -4506.349842604771 -4717.952463475912 211.60262087114089
87: -4506.349820623451 -4716.401759968009 210.05193934455792
88: -4506.349798318455 -4714.843236135168 208.49343781671274
89: -4506.349775693577 -4713.27727415523 206.92749846165273
90: -4506.349752753018 -4711.704261068093 205.3545083150746
91: -4506.349729501293 -4710.124588698019 203.77485919672557
92: -4506.349705943314 -4708.538653570611 202.18894762729738
93: -4506.349682084361 -4706.946856824111 200.59717473974985
94: -4506.349657930095 -4705.349604115077 198.99994618498246
95: -4506.349633486549 -4703.74730551836 197.3976720318116
96: -4506.349608760145 -4702.140375421316 195.790766661171
97: -4506.349583757705 -4700.529232412217 194.17964865451245
98: -4506.349558486445 -4698.914299162797 192.56474067635187
99: -4506.349532953945 -4697.296002304872 190.94646935092683
100: -4506.349507168229 -4695.674772301176 189.32526513294673
101: -4506.349481137675 -4694.051043310082 187.70156217240702
102: -4506.3494548710705 -4692.425253044537 186.07579817346726
103: -4506.349428377631 -4690.797842625018 184.44841424738715
104: -4506.349401666934 -4689.169256426457 182.81985475952325
105: -4506.349374748947 -4687.539941919363 181.19056717041522
106: -4506.349347634056 -4685.9103495050285 179.5610018709723
107: -4506.349320333051 -4684.28093234486 177.93161201180962
108: -4506.349292857077 -4682.652146183844 176.30285332676692
109: -4506.349265217677 -4681.02444916835 174.67518395067236
110: -4506.349237426772 -4679.398301658187 173.04906423141574
111: -4506.349209496668 -4677.7741660330685 171.4249565364011
112: -4506.349181440022 -4676.152506493493 169.80332505347093
113: -4506.349153269886 -4674.53378885628 168.18463558639314
114: -4506.349124999626 -4672.91848034465 166.56935534502335
115: -4506.349096642984 -4671.307049373232 164.9579527302487
116: -4506.349068214023 -4669.69996532788 163.35089711385757
117: -4506.349039727158 -4668.097698340615 161.74865861345725
118: -4506.349011197082 -4666.500719059687 160.15170786260475
119: -4506.34898263886 -4664.909498415158 158.56051577629765
120: -4506.348954067775 -4663.324507379781 156.9755533120056
121: -4506.348925499458 -4661.74621672588 155.3972912264217
122: -4506.348896949762 -4660.175096777886 153.82619982812432
123: -4506.348868434837 -4658.61161716119 152.2627487263532
124: -4506.348839971068 -4657.056246547185 150.70740657611682
125: -4506.348811575031 -4655.509452394878 149.16064081984806
126: -4506.348783263551 -4653.971700689396 147.6229174258454
127: -4506.348755053635 -4652.443455677378 146.0947006237425
128: -4506.348726962465 -4650.925179599722 144.57645263725647
129: -4506.348699007398 -4649.417332421877 143.06863341447934
130: -4506.348671205907 -4647.920371561887 141.57170035598
131: -4506.3486435756 -4646.434751616596 140.08610804099573
132: -4506.3486161342025 -4644.9609240862055 138.61230795200282
133: -4506.34858889951 -4643.499337097467 137.15074819795723
134: -4506.348561889372 -4642.0504351258805 135.70187323650867
135: -4506.348535121704 -4640.614658717202 134.26612359549722
136: -4506.3485086144365 -4639.19244420848 132.84393559404376
137: -4506.348482385476 -4637.784223449035 131.43574106355945
138: -4506.348456452738 -4636.390423521734 130.04196706899597
139: -4506.348430834083 -4635.011466464751 128.66303563066822
140: -4506.348405547304 -4633.647768994288 127.29936344698432
141: -4506.348380610114 -4632.299742228533 125.95136161841907
142: -4506.348356040096 -4630.967791413171 124.61943537307417
143: -4506.348331854731 -4629.6523156488975 123.30398379416573
144: -4506.34830807131 -4628.353707621094 122.00539954978402
145: -4506.348284706967 -4627.072353332239 120.72406862527129
146: -4506.348261778616 -4625.80863183718 119.46037005856432
147: -4506.348239302965 -4624.56291498181 118.21467567884396
148: -4506.348217296453 -4623.335567145291 116.98734984883819
149: -4506.348195775279 -4622.1269449863985 115.7787492111189
150: -4506.34817475532 -4620.937397194054 114.58922243873468
151: -4506.34815425214 -4619.767264242652 113.41910999051231
152: -4506.348134280992 -4618.616878152352 112.26874387135989
153: -4506.348114856742 -4617.486562254646 111.13844739790397
154: -4506.348095993892 -4616.376630963666 110.02853496977386
155: -4506.348077706562 -4615.28738955342 108.93931184685822
156: -4506.3480600083985 -4614.219133941235 107.87107393283645
157: -4506.348042912674 -4613.172150477964 106.82410756529082
158: -4506.348026432161 -4612.146715744851 105.79868931268972
159: -4506.34801057916 -4611.14309635769 104.7950857785306
160: -4506.347995365498 -4610.161548778412 103.81355341291419
161: -4506.347980802479 -4609.202319134297 102.854338331818
162: -4506.347966900867 -4608.26564304519 101.91767614432358
163: -4506.347953670907 -4607.351745458946 101.00379178803946
164: -4506.347941122271 -4606.460840495225 100.11289937295427
165: -4506.347929264065 -4605.593131298004 99.24520203393844
166: -4506.3479181048115 -4604.748809896913 98.40089179210148
167: -4506.347907652447 -4603.928057077646 97.58014942519893
168: -4506.347897914275 -4603.131042261544 96.78314434726973
169: -4506.347888896997 -4602.357923394667 96.01003449766982
170: -4506.347880606716 -4601.608846846371 95.26096623965506
171: -4506.3478730488405 -4600.883947317489 94.53607426864929
172: -4506.347866228181 -4600.183347758504 93.8354815303225
173: -4506.347860148904 -4599.507159297487 93.15929914858356
174: -4506.347854814506 -4598.85548117809 92.50762636358336
175: -4506.347850227809 -4598.2284007076105 91.88055047980102
176: -4506.347846391018 -4597.625993215296 91.27814682427811
177: -4506.347843305648 -4597.048322020691 90.70047871504299
178: -4506.347840972552 -4596.495438412308 90.1475974397561
179: -4506.347839391924 -4595.967381636515 89.61954224459103
180: -4506.347838563312 -4595.46417889666 89.11634033334812
181: -4506.3478384855725 -4594.985845362356 88.63800687678264
182: -4506.347839156941 -4594.532384189057 88.18454503211608
183: -4506.347840574966 -4594.103786547646 87.75594597268123
184: -4506.347842736586 -4593.700031664223 87.35218892763716
185: -4506.34784563806 -4593.321086869735 86.973241231675
186: -4506.347849275045 -4592.966907659668 86.61905838462361
187: -4506.3478536425555 -4592.637437763398 86.2895841208431
188: -4506.347858735008 -4592.332609223297 85.98475048828917
189: -4506.347864546178 -4592.052342483287 85.70447793710869
190: -4506.347871069283 -4591.796546486903 85.44867541761921
191: -4506.34787829693 -4591.565118784441 85.21724048751148
192: -4506.3478862211805 -4591.357945649279 85.01005942809842
193: -4506.347894833498 -4591.174902202923 84.82700736942446
194: -4506.347904124833 -4591.015852548873 84.66794842404077
195: -4506.347914085614 -4590.880649914845 84.53273582923084
196: -4506.347924705707 -4590.769136803181 84.42121209747452
197: -4506.347935974523 -4590.681145149437 84.33320917491376
198: -4506.347947880986 -4590.616496488574 84.26854860758772
199: -4506.347960413516 -4590.575002128702 84.22704171518608
200: -4506.347973560138 -4590.556463332202 84.20848977206437
201: -4506.3479873084025 -4590.560671503664 84.21268419526136
202: -4506.348001645473 -4590.5874083847175 84.2394067392445
203: -4506.348016558109 -4590.636446255219 84.28842969711032
204: -4506.348032032691 -4590.7075481406455 84.35951610795463
205: -4506.348048055245 -4590.800468025371 84.45241997012532
206: -4506.348064611492 -4590.9149510715615 84.56688646006931
207: -4506.348081686788 -4591.050733843261 84.7026521564733
208: -4506.348099266213 -4591.207544535615 84.85944526940206
209: -4506.34811733457 -4591.385103208702 85.03698587413263
210: -4506.348135876423 -4591.583122025802 85.2349861493796
211: -4506.348154876061 -4591.801305495669 85.45315061960801
212: -4506.348174317594 -4592.039350718722 85.69117640112741
213: -4506.348194184913 -4592.296947636573 85.94875345166065
214: -4506.348214461751 -4592.573779284833 86.22556482308245
215: -4506.348235131658 -4592.869522048682 86.5212869170237
216: -4506.348256178079 -4593.183845921116 86.83558974303675
217: -4506.348277584317 -4593.516414763338 87.16813717902134
218: -4506.348299333576 -4593.866886567187 87.51858723361181
219: -4506.348321409009 -4594.23491371924 87.88659231023034
220: -4506.348343793688 -4594.620143266203 88.27179947251418
221: -4506.348366470642 -4595.0222171814685 88.67385071082697
222: -4506.348389422883 -4595.4407726324525 89.09238320956969
223: -4506.348412633423 -4595.875442248439 89.52702961501542
224: -4506.348436085275 -4596.325854388663 89.97741830338798
225: -4506.348459761491 -4596.79163341041 90.4431736489193
226: -4506.3484836451535 -4597.272399936775 90.923916291622
227: -4506.348507719441 -4597.767771123959 91.4192634045182
228: -4506.348531967564 -4598.27736092764 91.92882896007625
229: -4506.348556372856 -4598.800780368466 92.4522239956094
230: -4506.3485809187605 -4599.337637796162 92.98905687740141
231: -4506.348605588829 -4599.887539152156 93.538933563327
232: -4506.348630366765 -4600.450088230512 94.10145786374683
233: -4506.3486552364075 -4601.024886936869 94.67623170046123
234: -4506.348680181763 -4601.611535545276 95.26285536351325
235: -4506.3487051870015 -4602.209632952648 95.86092776564617
236: -4506.348730236501 -4602.818776930721 96.47004669421986
237: -4506.348755314829 -4603.438564375233 97.08980906040438
238: -4506.348780406753 -4604.068591552227 97.71981114547467
239: -4506.3488054972695 -4604.708454341309 98.35964884404028
240: -4506.348830571585 -4605.357748475634 99.00891790405011
241: -4506.348855615164 -4606.016069778585 99.66721416342119
242: -4506.348880613698 -4606.683014396848 100.33413378314951
243: -4506.348905553134 -4607.358179029901 101.00927347676794
244: -4506.348930419702 -4608.041161155728 101.6922307360267
245: -4506.34895519987 -4608.731559252543 102.38260405267283
246: -4506.348979880384 -4609.428973016609 103.07999313622543
247: -4506.349004448285 -4610.133003575925 103.7839991276396
248: -4506.3490288908815 -4610.843253699646 104.49422480876476
249: -4506.349053195767 -4611.559328003279 105.21027480751212
250: -4506.349077350851 -4612.280833149502 105.93175579865064
251: -4506.349101344316 -4613.007378044476 106.65827670015982
252: -4506.349125164659 -4613.738574029733 107.38944886507434
253: -4506.349148800678 -4614.474035069442 108.12488626876382
254: -4506.349172241463 -4615.213377933058 108.86420569159483
255: -4506.349195476418 -4615.956222373351 109.60702689693305
256: -4506.349218495265 -4616.702191299713 110.35297280444834
257: -4506.349241288029 -4617.450910946718 111.10166965868899
258: -4506.349263845041 -4618.202011037944 111.85274719290348
259: -4506.349286156953 -4618.955124945041 112.60583878808772
260: -4506.349308214706 -4619.709889841954 113.3605816272475
261: -4506.349330009589 -4620.465946854454 114.11661684486495
262: -4506.349351533159 -4621.222941204729 114.8735896715694
263: -4506.349372777306 -4621.980522351319 115.6311495740137
264: -4506.349393734232 -4622.7383441241955 116.38895038996372
265: -4506.349414396418 -4623.496064855031 117.1466504586133
266: -4506.349434756683 -4624.253347502824 117.90391274614079
267: -4506.349454808123 -4625.009859774651 118.66040496652803
268: -4506.349474544135 -4625.7652742418 119.41579969766573
269: -4506.349493958437 -4626.519268451212 120.16977449277526
270: -4506.349513045017 -4627.271525032193 120.92201198717521
271: -4506.349531798143 -4628.021731798576 121.67220000043307
272: -4506.349550212418 -4628.769581846352 122.42003163393382
273: -4506.349568282679 -4629.51477364659 123.16520536391103
274: -4506.349586004087 -4630.25701113407 123.90742512998393
275: -4506.349603372053 -4630.996003791295 124.6464004192421
276: -4506.349620382256 -4631.731466728188 125.38184634593219
277: -4506.349637030679 -4632.463120757471 126.11348372679166
278: -4506.349653313547 -4633.190692465631 126.84103915208439
279: -4506.349669227347 -4633.913914279739 127.56424505239262
280: -4506.349684768845 -4634.632524530061 128.28283976121614
281: -4506.349699935033 -4635.346267508473 128.9965675734406
282: -4506.349714723169 -4636.054893522898 129.70517879972917
283: -4506.349729130755 -4636.758158947652 130.40842981689738
284: -4506.349743155548 -4637.455826269875 131.10608311432705
285: -4506.349756795519 -4638.147664132006 131.79790733648682
286: -4506.349770048873 -4638.8334473704845 132.48367732161088
287: -4506.349782914083 -4639.512957050686 133.16317413660246
288: -4506.349795389795 -4640.185980498015 133.83618510822023
289: -4506.349807474901 -4640.852311325512 134.5025038506114
290: -4506.349819168521 -4641.511749457769 135.16193028924772
291: -4506.349830469967 -4642.164101151298 135.81427068133144
292: -4506.349841378758 -4642.809179011486 136.45933763272714
293: -4506.349851894638 -4643.446802006119 137.09695011148017
294: -4506.349862017523 -4644.076795475508 137.72693345798504
295: -4506.349871747573 -4644.698991139433 138.34911939185946
296: -4506.349881085077 -4645.313227100661 138.96334601558345
297: -4506.349890030551 -4645.919347845516 139.56945781496526
298: -4506.3498985846945 -4646.517204241179 140.1673056564843
299: -4506.349906748374 -4647.1066535299515 140.75674678157677
300: -4506.34991452265 -4647.687559320561 141.33764479791196
301: -4506.3499219087425 -4648.259791576463 141.9098696677206
302: -4506.3499289080255 -4648.82322660125 142.4732976932249
303: -4506.349935522087 -4649.377747021314 143.02781149922646
304: -4506.349941752652 -4649.923241765555 143.57330001290288
305: -4506.349947601587 -4650.459606042455 144.10965844086743
306: -4506.349953070947 -4650.986741314486 144.63678824353923
307: -4506.349958162913 -4651.5045552697875 145.15459710687446
308: -4506.349962879843 -4652.0129617913535 145.66299891151078
309: -4506.349967224226 -4652.5118809235955 146.16191369936962
310: -4506.349971198678 -4653.001238836441 146.65126763776357
311: -4506.349974806003 -4653.480967787062 147.13099298105826
312: -4506.349978049099 -4653.95100607903 147.601028029931
313: -4506.3499809310315 -4654.411298019307 148.06131708827522
314: -4506.349983454977 -4654.861793872766 148.51181041778935
315: -4506.3499856242515 -4655.3024498145505 148.9524641902988
316: -4506.3499874423005 -4655.733227880153 149.3832404378527
317: -4506.3499889126915 -4656.154095913328 149.8041070006363
318: -4506.349990039109 -4656.56502751185 150.21503747274113
319: -4506.3499908253725 -4656.966001971208 150.6160111458357
320: -4506.3499912754005 -4657.357004226181 151.00701295078065
321: -4506.349991393247 -4657.738024790467 151.3880333972196
322: -4506.349991183059 -4658.109059694258 151.75906851119876
323: -4506.349990649117 -4658.470110419963 152.12011977084612
324: -4506.349989795765 -4658.82118383592 152.47119404015493
325: -4506.349988627511 -4659.162292128422 152.8123035009116
326: -4506.34998714893 -4659.493452731737 153.1434655828069
327: -4506.349985364694 -4659.814688256466 153.46470289177256
328: -4506.349983279595 -4660.126026416177 153.77604313658208
329: -4506.3499808985025 -4660.427499952261 154.07751905375883
330: -4506.3499782264 -4660.7191465572305 154.3691683308308
331: -4506.349975268318 -4661.001008796295 154.6510335279764
332: -4506.349972029432 -4661.273134027531 154.92316199809912
333: -4506.349968514952 -4661.535574320331 155.1856058053787
334: -4506.349964730212 -4661.78838637255 155.43842164233797
335: -4506.349960680608 -4662.031631426081 155.6816707454726
336: -4506.349956371602 -4662.2653751810885 155.91541880948603
337: -4506.34995180874 -4662.489687708917 156.13973590017625
338: -4506.34994699766 -4662.7046433636815 156.35469636602176
339: -4506.349941944029 -4662.91032069254 156.56037874851134
340: -4506.349936653612 -4663.106802344879 156.7568656912672
341: -4506.34993113222 -4663.294174980232 156.94424384801167
342: -4506.349925385739 -4663.472529175165 157.12260378942585
343: -4506.349919420101 -4663.641959329053 157.29203990895124
344: -4506.34991324129 -4663.802563568878 157.45265032758792
345: -4506.349906855347 -4663.954443653089 157.60453679774102
346: -4506.34990026835 -4664.097704874521 157.74780460617018
347: -4506.349893486443 -4664.23245596254 157.8825624760978
348: -4506.349886515769 -4664.3588089843015 158.0089224685322
349: -4506.349879362546 -4664.476879245408 158.1269998828616
350: -4506.349872033021 -4664.5867851898 158.23691315677894
351: -4506.349864533432 -4664.688648299029 158.3387837655977
352: -4506.3498568701025 -4664.782592991119 158.43273612101578
353: -4506.349849049326 -4664.868746518719 158.5188974693932
354: -4506.349841077432 -4664.947238867034 158.59739778960216
355: -4506.349832960774 -4665.0182026512875 158.66836969051363
356: -4506.349824705695 -4665.08177301388 158.7319483081846
357: -4506.349816318568 -4665.13808752138 158.78827120281238
358: -4506.349807805737 -4665.187286061255 158.83747825551708
359: -4506.34979917357 -4665.229510738589 158.87971156501874
360: -4506.349790428429 -4665.264905772711 158.91511534428278
361: -4506.349781576618 -4665.293617393804 158.9438358171862
362: -4506.349772624504 -4665.315793739791 158.9660211152869
363: -4506.349763578371 -4665.331584753124 158.98182117475363
364: -4506.3497544445045 -4665.341142078028 158.99138763352298
365: -4506.349745229164 -4665.344618957925 158.99487372876098
366: -4506.349735938571 -4665.342170133254 158.99243419468246
367: -4506.349726578915 -4665.3339517397235 158.98422516080873
368: -4506.349717156345 -4665.320121207062 158.97040405071718
369: -4506.349707676951 -4665.300837158313 158.95112948136148
370: -4506.349698146808 -4665.276259309826 158.92656116301833
371: -4506.349688571909 -4665.246548371838 158.89685979992916
372: -4506.349678958199 -4665.211865949902 158.86218699170328
373: -4506.349669311571 -4665.172374447112 158.82270513554045
374: -4506.349659637845 -4665.1282369671835 158.7785773293381
375: -4506.34964994278 -4665.079617218525 158.7299672757449
376: -4506.349640232062 -4665.026679419277 158.6770391872153
377: -4506.349630511297 -4664.969588203426 158.61995769212908
378: -4506.349620786024 -4664.908508528052 158.55888774202762
379: -4506.349611061692 -4664.8436055817165 158.49399452002473
380: -4506.349601343663 -4664.775044694104 158.42544335044047
381: -4506.349591637236 -4664.7029912469525 158.35339960971643
382: -4506.349581947578 -4664.627610586232 158.27802863865344
383: -4506.349572279803 -4664.549067935827 158.19949565602343
384: -4506.349562638902 -4664.467528312502 158.1179656735993
385: -4506.3495530297805 -4664.383156442424 158.0336034126427
386: -4506.349543457256 -4664.296116679151 157.94657322189508
387: -4506.349533926015 -4664.206572923117 157.85703899710234
388: -4506.349524440658 -4664.1146885427725 157.765164102115
389: -4506.3495150056915 -4664.020626297283 157.67111129159215
390: -4506.349505625471 -4663.92454826081 157.57504263533966
391: -4506.349496304301 -4663.826615748614 157.47711944431282
392: -4506.34948704632 -4663.726989244623 157.37750219830292
393: -4506.349477855601 -4663.625828330935 157.27635047533423
394: -4506.349468736087 -4663.523291618874 157.17382288278748
395: -4506.349459691596 -4663.419536681867 157.0700769902701
396: -4506.349450725844 -4663.314719990083 156.96526926423982
397: -4506.3494418424325 -4663.2089968468335 156.8595550044006
398: -4506.349433044858 -4663.102521326732 156.7530882818738
399: -4506.349424336491 -4662.995446215643 156.64602187915142
400: -4506.349415720588 -4662.8879229524255 156.53850723183734
401: -4506.349407200306 -4662.780101572476 156.43069437217073
402: -4506.34939877867 -4662.672130653005 156.32273187433597
403: -4506.349390458599 -4662.564157260148 156.21476680154902
404: -4506.34938224292 -4662.456326897838 156.10694465491773
405: -4506.349374134322 -4662.348783458386 155.9994093240636
406: -4506.349366135397 -4662.241669174891 155.89230303949404
407: -4506.349358248626 -4662.1351245753385 155.78576632671206
408: -4506.3493504764 -4662.029288438447 155.6799379620468
409: -4506.349342820979 -4661.924297751166 155.5749549301877
410: -4506.349335284525 -4661.820287667927 155.4709523834017
411: -4506.349327869115 -4661.717391471528 155.36806360241235
412: -4506.349320576724 -4661.615740535642 155.26641995891845
413: -4506.349313409193 -4661.51546428892 155.16615087972738
414: -4506.349306368309 -4661.416690180784 155.06738381247487
415: -4506.349299455741 -4661.31954364865 154.970244192909
416: -4506.349292673092 -4661.224148086796 154.87485541370327
417: -4506.349286021843 -4661.130624816618 154.78133879477494
418: -4506.349279503397 -4661.039093058474 154.6898135550762
419: -4506.349273119085 -4660.9496699049105 154.60039678582535
420: -4506.349266870147 -4660.862470295296 154.51320342514867
421: -4506.349260757719 -4660.777606991819 154.42834623410005
422: -4506.349254782909 -4660.695190556931 154.34593577402222
423: -4506.349248946697 -4660.615329331921 154.26608038522363
424: -4506.349243250023 -4660.538129416954 154.18888616693033
425: -4506.34923769373 -4660.463694652213 154.1144569584831
426: -4506.349232278611 -4660.392126600358 154.04289432174625
427: -4506.34922700539 -4660.323524530086 153.9742975246955
428: -4506.349221874711 -4660.25798540086 153.90876352614953
429: -4506.349216887174 -4660.195603848791 153.8463869616165
430: -4506.349212043311 -4660.136472173529 153.78726013021804
431: -4506.349207343573 -4660.080680326239 153.73147298266696
432: -4506.349202788394 -4660.028315898653 153.67911311025944
433: -4506.3491983781405 -4659.979464112998 153.6302657348582
434: -4506.349194113097 -4659.9342078129275 153.5850136998305
435: -4506.349189993542 -4659.892627455464 153.543437461923
436: -4506.349186019663 -4659.854801103693 153.50561508403027
437: -4506.3491821916305 -4659.820804420478 153.4716222288479
438: -4506.349178509568 -4659.790710662938 153.44153215337002
439: -4506.349174973539 -4659.764590677753 153.41541570421396
440: -4506.349171583564 -4659.742512897313 153.39334131374858
441: -4506.3491683396405 -4659.724543336642 153.3753749970006
442: -4506.349165241714 -4659.7107455910345 153.36158034932075
443: -4506.34916228968 -4659.701180834467 153.35201854478672
444: -4506.349159483425 -4659.695907818756 153.34674833533037
445: -4506.349156822768 -4659.69498287333 153.34582605056238
446: -4506.349154307522 -4659.698459905809 153.3493055982866
447: -4506.3491519374375 -4659.706390403121 153.35723846568365
448: -4506.349149712253 -4659.718823433408 153.36967372115512
449: -4506.349147631662 -4659.735805648469 153.38665801680668
450: -4506.349145695329 -4659.7573812869 153.40823559157144
451: -4506.349143902874 -4659.783592177826 153.43444827495188
452: -4506.349142253917 -4659.814477745294 153.46533549137715
453: -4506.349140748014 -4659.8500750131825 153.5009342651679
454: -4506.349139384704 -4659.890418610803 153.54127922609854
455: -4506.349138163492 -4659.935540779048 153.58640261555624
456: -4506.349137083854 -4659.985471377139 153.6363342932853
457: -4506.349136145247 -4660.040237889966 153.6911017447196
458: -4506.349135347078 -4660.0998654359755 153.75073008889746
459: -4506.349134688722 -4660.164376775679 153.81524208695615
460: -4506.3491341695535 -4660.23379232076 153.8846581512057
461: -4506.349133788884 -4660.308130143669 153.9589963547847
462: -4506.349133545998 -4660.387405987889 154.03827244189185
463: -4506.34913344018 -4660.471633278782 154.12249983860247
464: -4506.349133470638 -4660.5608231349015 154.21168966426416
465: -4506.349133636577 -4660.654984380055 154.30585074347832
466: -4506.349133937164 -4660.754123555835 154.40498961867107
467: -4506.349134371542 -4660.858244934792 154.50911056325032
468: -4506.349134938811 -4660.967350534171 154.61821559535903
469: -4506.349135638018 -4661.081440130245 154.7323044922266
470: -4506.349136468222 -4661.20051127334 154.8513748051179
471: -4506.349137428414 -4661.324559303305 154.97542187489117
472: -4506.349138517561 -4661.453577365722 155.10443884816064
473: -4506.349139734599 -4661.5875564286725 155.23841669407383
474: -4506.349141078433 -4661.726485300139 155.37734422170627
475: -4506.349142547901 -4661.87035064597 155.52120809806937
476: -4506.349144141849 -4662.0191370086 155.66999286675085
477: -4506.349145859065 -4662.172826826237 155.82368096717204
478: -4506.3491476983 -4662.3314004527765 155.98225275447703
479: -4506.349149658278 -4662.494836178332 156.14568652005377
480: -4506.349151737663 -4662.663110250345 156.31395851268164
481: -4506.349153935124 -4662.836196895439 156.48704296031448
482: -4506.349156249252 -4663.01406834175 156.6649120924988
483: -4506.3491586786295 -4663.196694842045 156.84753616341513
484: -4506.349161221775 -4663.384044697335 157.03488347556015
485: -4506.349163877207 -4663.576084281256 157.2269204040491
486: -4506.3491666433665 -4663.772778064916 157.42361142154917
487: -4506.349169518694 -4663.9740886425225 157.6249191238288
488: -4506.349172501561 -4664.1799767574885 157.8308042559274
489: -4506.349175590336 -4664.39040132927 158.04122573893451
490: -4506.3491787833345 -4664.605319480704 158.25614069736926
491: -4506.349182078819 -4664.8246865659785 158.47550448715992
492: -4506.349185475065 -4665.048456199268 158.6992707242037
493: -4506.349188970259 -4665.276580283767 158.92739131350783
494: -4506.349192562604 -4665.509009041496 159.15981647889242
